gmtTime,srcAddrOrg,car_id,lng,lat,isArriveOrLeft,stationSeqNum
2017-05-08T06:35:06+0800,720040,50079562,120.131097,30.216782,2,39
2017-05-08T06:35:17+0800,720040,50079556,120.153544,30.241135,1,45
2017-05-08T06:35:20+0800,720040,50079580,120.131042,30.22002,2,9
2017-05-08T06:35:23+0800,720040,50079569,120.151838,30.23745,1,5
2017-05-08T06:35:32+0800,720040,50079550,120.15154,30.236164,1,26
2017-05-08T06:35:35+0800,720040,50079569,120.151685,30.237064,2,5
2017-05-08T06:35:39+0800,720040,50079556,120.153448,30.242345,2,45
2017-05-08T06:35:57+0800,720040,50079551,120.160581,30.256434,2,1
2017-05-08T06:35:59+0800,720040,50079556,120.153573,30.243349,1,46
2017-05-08T06:36:01+0800,720040,50079567,120.128813,30.198357,2,35
2017-05-08T06:36:06+0800,720040,50079580,120.130854,30.217791,1,10
2017-05-08T06:36:07+0800,720040,50079546,120.114344,30.189224,1,15
2017-05-08T06:36:10+0800,720040,50079585,120.082558,30.167891,1,20
2017-05-08T06:36:11+0800,720040,50079567,120.128876,30.198835,1,36
